City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
397,al ghayzah,16.2079,52.176,26.96,90,90,3.85,YE,1694294807
398,kudahuvadhoo,2.6708,72.8944,27.66,76,57,3.46,MV,1694294807
399,ilhabela,-23.7781,-45.3581,23.15,82,91,1.78,BR,1694294807
400,kotabumi,-4.8333,104.9,23.17,88,5,2.81,ID,1694294807
401,fuli,46.7217,131.1394,11.07,71,100,1.91,CN,1694294807
402,zambezi,-13.5432,23.1047,20.5,20,20,2.16,ZM,1694294807
403,hobyo,5.3505,48.5268,24.99,86,16,10.98,SO,1694294808
404,porto torres,40.835,8.3972,21.1,76,0,0.77,IT,1694294614
405,suva,-18.1416,178.4415,25.71,65,75,4.63,FJ,1694294808
406,puerto madero,14.7208,-92.4215,33.11,70,75,4.12,MX,1694294808
407,bel ombre,-4.6167,55.4167,26.91,78,75,7.2,SC,1694294808
408,reggane,26.7158,0.1714,38.35,14,28,4.4,DZ,1694294808
409,brookings,44.3114,-96.7984,22.19,60,75,4.63,US,1694294808
410,bardai,11.65,7.2333,22.69,82,82,7.0,NG,1694294808
411,gwio kura,12.6753,11.0682,30.83,47,53,6.14,NG,1694294808
412,la serena,-29.9078,-71.2542,14.73,77,0,3.09,CL,1694294587
413,saint-henri,46.6921,-71.0671,21.6,71,92,4.18,CA,1694294809
414,zapala,-38.8992,-70.0544,10.17,48,5,10.52,AR,1694294809
415,launceston,-41.45,147.1667,7.67,93,9,4.12,AU,1694294809
416,kangding,30.0513,101.9603,15.85,99,100,0.89,CN,1694294809
417,trincomalee,8.5711,81.2335,27.24,74,100,10.44,LK,1694294809
418,smara,26.7384,-11.6719,26.29,44,0,7.77,EH,1694294809
419,san luis jilotepeque,14.65,-89.7333,31.24,59,40,2.05,GT,1694294809
420,constantia,44.1833,28.65,19.38,49,0,1.69,RO,1694294809
421,kismayo,-0.3582,42.5454,24.82,81,79,5.68,SO,1694294809
422,kapenguria,1.2511,35.0895,14.43,86,17,1.97,KE,1694294809
423,thinadhoo,0.5333,72.9333,27.92,77,25,6.16,MV,1694294810
424,nyurba,63.2842,118.3319,2.01,98,100,2.32,RU,1694294626
425,gohpur,26.8833,93.6333,25.1,93,28,0.83,IN,1694294810
426,kiziltepe,37.1933,40.585,28.06,21,0,2.1,TR,1694294712
427,kuzhener,56.8111,48.9128,12.94,70,54,4.35,RU,1694294810
428,mae hong son,19.3003,97.9685,23.72,99,100,0.72,TH,1694294810
429,usogorsk,63.4106,48.6872,12.15,82,84,1.04,RU,1694294810
430,ouro sogui,15.6,-13.3167,31.01,79,0,1.03,SN,1694294810
431,malayer,34.2969,48.8235,18.48,23,0,2.21,IR,1694294810
432,cordoba,-31.4135,-64.1811,23.01,28,0,8.75,AR,1694294432
433,takoradi,4.8845,-1.7554,24.3,90,93,2.43,GH,1694294810
434,lakatoro,-16.0999,167.4164,24.98,77,85,3.66,VU,1694294811
435,saldanha,-33.0117,17.9442,14.03,82,100,12.14,ZA,1694294811
436,vilyuysk,63.7553,121.6247,1.95,98,100,2.61,RU,1694294811
437,zhaobaoshan,29.9695,121.6875,21.01,86,0,1.9,CN,1694294811
438,quatre cocos,-20.2078,57.7625,23.06,73,86,5.4,MU,1694294811
439,heroica caborca,30.7167,-112.15,42.71,15,5,5.31,MX,1694294732
440,markovo,57.3206,107.0881,5.65,95,100,1.29,RU,1694294811
441,oued zem,32.8627,-6.5736,21.66,67,2,7.0,MA,1694294811
442,farasan,16.7022,42.1183,30.95,77,7,1.37,SA,1694294811
443,morondava,-20.2833,44.2833,22.25,87,0,3.22,MG,1694294811
444,luwuk,-0.9516,122.7875,24.23,85,92,2.76,ID,1694294812
445,amalapuram,16.5833,82.0167,26.33,87,91,2.05,IN,1694294812
446,la ronge,55.1001,-105.2842,19.12,42,20,3.6,CA,1694294812
447,caleta de carquin,-11.0925,-77.6267,20.84,73,15,4.59,PE,1694294812
448,villa gonzalez ortega,22.5,-101.9167,26.59,25,3,7.13,MX,1694294812
449,rio tuba,8.5061,117.4317,27.06,80,78,1.28,PH,1694294812
450,vakfikebir,41.0458,39.2764,20.93,75,7,3.52,TR,1694294812
451,bumba,2.1833,22.4667,23.09,86,98,1.49,CD,1694294697
452,gizo,-8.103,156.8419,26.78,80,100,9.05,SB,1694294812
453,sao jose da coroa grande,-8.8978,-35.1478,23.7,85,28,4.6,BR,1694294812
454,alesund,62.4723,6.1549,21.11,92,75,10.29,NO,1694294813
455,egilsstadir,65.2653,-14.3948,5.95,93,75,4.63,IS,1694294813
456,chandbali,20.7833,86.7667,27.25,88,96,2.61,IN,1694294813
457,callao,-12.0667,-77.15,23.18,68,75,5.14,PE,1694294813
458,batar,46.7,21.8167,19.21,56,11,2.04,RO,1694294813
459,irtyshsk,53.3333,75.4572,13.66,56,68,5.78,KZ,1694294813
460,sabang,5.8933,95.3214,27.5,76,89,10.18,ID,1694294804
461,yuyao,30.05,121.1494,20.87,89,0,1.68,CN,1694294813
462,acapulco de juarez,16.8634,-99.8901,30.9,70,100,2.57,MX,1694294813
463,shingu,33.7333,135.9833,23.85,86,100,1.88,JP,1694294813
464,kvissleby,62.2936,17.375,15.91,82,75,3.3,SE,1694294814
465,willis,30.4249,-95.4799,37.43,37,40,2.06,US,1694294814
466,warmbad,-28.45,18.7333,16.05,63,1,8.85,NA,1694294814
467,al artawiyah,26.5053,45.3444,31.98,15,5,1.98,SA,1694294814
468,saint-joseph,-21.3667,55.6167,20.21,75,8,3.34,RE,1694294520
469,katabu,-4.9333,122.5167,22.67,94,99,1.1,ID,1694294814
470,lamu,-2.2717,40.902,24.55,82,51,5.93,KE,1694294814
471,troitsko-pechorsk,62.7084,56.1964,8.85,80,5,1.77,RU,1694294814
472,ostersund,63.1792,14.6357,16.25,77,86,5.66,SE,1694294814
473,malanje,-9.5402,16.341,21.56,57,100,3.1,AO,1694294814
474,athens,37.9795,23.7162,24.81,59,20,4.12,GR,1694294693
475,bousso,10.4795,16.7117,24.79,82,6,2.1,TD,1694294815
476,xilin hot,43.9667,116.0333,14.23,88,26,2.62,CN,1694294815
477,larkird,35.4894,66.6641,19.01,33,0,1.99,AF,1694294815
478,parnu,58.3859,24.4971,13.05,100,75,1.03,EE,1694294815
479,mount gambier,-37.8333,140.7667,7.9,96,55,1.49,AU,1694294815
480,ulanhot,46.0833,122.0833,13.89,78,2,3.73,CN,1694294815
481,birine,35.635,3.225,26.96,25,74,2.95,DZ,1694294815
482,vernon,50.2581,-119.2691,30.97,26,7,1.54,CA,1694294710
483,cockburn town,21.4612,-71.1419,30.98,62,40,5.14,TC,1694294815
484,muswellbrook,-32.2667,150.9,7.96,61,7,0.8,AU,1694294815
485,bloomingdale,27.8936,-82.2404,31.25,71,75,2.68,US,1694294816
486,sao gabriel,-30.3364,-54.32,15.77,86,97,3.39,BR,1694294816
487,cadale,2.7603,46.3222,24.64,87,94,8.12,SO,1694294816
488,vorkuta,67.5,64.0,6.89,93,51,3.4,RU,1694294816
489,ambatofinandrahana,-20.55,46.8,13.86,85,3,1.77,MG,1694294816
490,amga,60.8953,131.9608,0.8,96,99,1.37,RU,1694294816
491,lincheng,19.9078,109.6858,26.33,86,99,2.5,CN,1694294816
492,sisimiut,66.9395,-53.6735,5.44,72,12,2.81,GL,1694294816
493,westport,41.1415,-73.3579,28.3,84,40,2.57,US,1694294816
494,juli,-16.2167,-69.45,11.19,18,0,4.95,PE,1694294816
495,okhotsk,59.3833,143.3,6.31,57,0,10.09,RU,1694294816
496,formosa,-26.1775,-58.1781,20.99,84,75,3.09,AR,1694294701
497,challakere,14.3167,76.65,22.75,83,79,7.77,IN,1694294817
498,malvan,16.0667,73.4667,26.54,86,90,4.47,IN,1694294817
499,popondetta,-8.7537,148.2534,23.39,91,94,0.95,PG,1694294817
500,dukhan,25.4297,50.7858,33.66,59,0,3.38,QA,1694294817
501,sena madureira,-9.0656,-68.6569,39.46,19,31,0.93,BR,1694294817
502,masina,-4.3836,15.3914,25.19,61,66,2.01,CD,1694294817
503,toktogul,41.8708,72.9402,19.01,57,99,0.92,KG,1694294817
504,cesvaine,56.9667,26.3167,12.89,87,5,1.79,LV,1694294818
505,danville,36.586,-79.395,24.46,91,100,2.57,US,1694294818
506,yichun,47.7,128.9,8.27,93,0,1.05,CN,1694294818
507,inga,-7.2808,-35.6044,25.25,70,67,5.87,BR,1694294818
508,saint-denis,48.9167,2.3333,28.95,47,0,5.14,FR,1694294733
509,coruripe,-10.1256,-36.1756,23.12,86,40,4.5,BR,1694294818
510,moreira sales,-24.0622,-53.0069,22.79,82,74,2.76,BR,1694294644
511,el tigre,8.8875,-64.2454,31.84,47,94,2.74,VE,1694294818
512,puerto deseado,-47.7503,-65.8938,5.94,79,100,8.38,AR,1694294818
513,itoman,26.1247,127.6694,26.43,89,20,3.09,JP,1694294818
514,sagua de tanamo,20.5819,-75.2414,28.58,83,33,2.85,CU,1694294818
515,atchison,39.563,-95.1216,30.32,44,59,2.9,US,1694294819
516,jangipur,24.4667,88.0667,26.74,91,91,2.67,IN,1694294819
517,isetskoye,56.4858,65.3226,13.92,64,100,5.95,RU,1694294819
518,mukalla,14.5425,49.1242,30.76,68,100,0.57,YE,1694294819
519,guadalupe y calvo,26.1,-106.9667,26.5,28,45,2.67,MX,1694294819
520,i-n-salah,27.1935,2.4607,36.1,14,13,5.25,DZ,1694294819
521,balakhta,55.38,91.6,8.55,89,99,0.88,RU,1694294819
522,wellington,-41.2866,174.7756,14.2,85,29,4.12,NZ,1694294793
523,kayangel,8.0823,134.7173,27.56,81,95,6.81,PW,1694294819
524,nanchong,30.7951,106.0847,27.81,68,93,2.37,CN,1694294819
525,qamdo,31.1667,97.2333,6.22,88,100,0.5,CN,1694294820
526,saipan,15.1355,145.701,28.39,83,0,4.12,MP,1694294820
527,erenhot,43.6475,111.9767,20.01,28,13,3.97,CN,1694294820
528,castillos,-34.1667,-53.8333,12.48,75,88,2.48,UY,1694294820
529,rantauprapat,2.1,99.8333,23.04,97,99,0.85,ID,1694294820
530,kolonia,50.9333,6.95,22.76,76,0,0.51,DE,1694294587
531,magadan,59.5667,150.8,6.41,84,41,6.72,RU,1694294820
532,opuwo,-18.0607,13.84,20.47,43,5,1.51,NA,1694294820
533,condoto,5.0935,-76.6497,26.63,93,100,1.76,CO,1694294820
534,colon,9.3592,-79.9014,23.84,88,100,0.45,PA,1694294821
535,port augusta,-32.5,137.7667,6.67,61,94,1.89,AU,1694294821
536,maintirano,-18.0667,44.0167,24.32,82,48,2.7,MG,1694294821
537,traralgon,-38.1833,146.5333,8.51,91,77,2.51,AU,1694294821
538,punta del este,-34.9667,-54.95,15.54,78,0,1.54,UY,1694294821
539,buritizeiro,-17.3511,-44.9622,26.54,28,0,0.25,BR,1694294821
540,grand-bassam,5.2118,-3.7388,24.98,90,97,1.17,CI,1694294821
541,nova londrina,-22.7658,-52.985,24.77,65,100,4.9,BR,1694294822
542,shiraz,29.6036,52.5388,26.69,26,0,2.06,IR,1694294725
543,zhuanghe,39.7008,122.9911,21.18,81,98,1.54,CN,1694294822
544,colonia,50.9333,6.95,22.76,76,0,0.51,DE,1694294704
545,aktau,43.65,51.2,15.32,47,100,3.12,KZ,1694294822
546,san felipe jalapa de diaz,18.0667,-96.5333,29.67,74,20,1.71,MX,1694294822
547,bac kan,22.1333,105.8333,23.61,98,39,0.84,VN,1694294822
548,ueckermunde,53.7379,14.0447,22.22,68,29,2.57,DE,1694294822
549,peterhead,57.5058,-1.7981,19.69,87,98,2.46,GB,1694294822
550,svetlyy,54.675,20.1347,16.65,70,99,3.31,RU,1694294822
551,guerrero negro,27.9769,-114.0611,27.31,59,20,7.73,MX,1694294823
552,chernomorskoye,45.5039,32.6997,18.35,42,32,8.41,UA,1694294823
553,labuan,5.2767,115.2417,25.2,88,20,0.51,MY,1694294823
554,nebbi,2.4783,31.0889,19.78,90,72,2.08,UG,1694294823
555,juan griego,11.0817,-63.9655,34.07,52,4,6.17,VE,1694294823
556,paciran,-6.8767,112.3761,22.5,82,43,4.09,ID,1694294823
557,boyolangu,-8.1181,111.8935,20.2,93,62,0.62,ID,1694294823
558,rothenburg ob der tauber,49.3833,10.1833,22.18,94,0,0.0,DE,1694294824
559,tostado,-29.232,-61.7692,23.32,36,7,4.55,AR,1694294824
560,masterton,-40.9597,175.6575,13.27,79,7,1.58,NZ,1694294824
561,kirensk,57.7853,108.1119,5.3,95,100,1.19,RU,1694294824
562,stiens,53.2623,5.7577,19.99,93,11,0.51,NL,1694294824
563,florence,43.7667,11.25,24.47,47,0,1.03,IT,1694294453
564,remire-montjoly,4.9167,-52.2667,30.02,66,15,4.63,GF,1694294824
565,island harbour,50.724,-1.2758,20.67,74,7,2.14,GB,1694294824
566,buriti bravo,-5.8372,-43.8336,32.39,26,68,2.08,BR,1694294824
567,kasane,-17.8167,25.15,21.01,23,0,2.21,BW,1694294824
568,augusto correa,-1.0217,-46.635,26.84,79,13,3.02,BR,1694294825
569,puerto armuelles,8.2833,-82.8667,28.38,73,99,1.34,PA,1694294825
570,port shepstone,-30.7414,30.455,22.85,53,0,4.77,ZA,1694294825
571,sikonge,-5.6333,32.7667,22.61,45,40,2.08,TZ,1694294825
572,gwadar,25.1216,62.3254,26.4,86,56,4.88,PK,1694294825
573,sola,-13.8833,167.55,26.37,83,40,0.0,VU,1694294825
